ID,Source_File,Newspaper,Date,Length,Author,Headline,Newspapertype,Trimmed_Article,relevance
2830,src_theindependent_raw2.docx,The Independent,16/6/2016,899 words,Oliver Wright,"Jo Cox dead: Labour MP fatally shot and stabbed outside constituency surgery in Birstall, West Yorkshire; Husband leads tributes to rising star of Westminster and pledges to 'fight against the hate' that killedher",Broadsheet,MPs from across the political spectrum have set aside their differences to pay tribute to one Parliament's most promising young MPs who was killed in the street in her constituency Her suspected killer is a man police are investigating for possible far-right links Jo Cox who helped spearhead the campaign to help Syrian refugees was shot three times outside her constituency advice surgery in Birstall West Yorkshire Read more The Labour MP who campaigned tirelessly for refugee children The suspect who was arrested at the scene was named locally as Thomas Mair aged 52 He was reported to have shouted Britain First during an attack in which he fired three shots from close range while at the same time stabbing the MP with a knife Security sources told The Independent that police were investigating Mair's possible interest in far-right politics and pro-apartheid South Africa Tommy Mair 52 was detained by police near his home in Birstall West Yorkshire SWNS David Cameron and Jeremy Corbyn led the tributes to Ms Cox a mother of two young children who had only been elected as an MP in 2015 Ms Cox is the first MP to have been fatally attacked while in office in more than quarter of a century Both sides in the European Referendum campaign cancelled events due to be held on Fridayas a mark of respect Flags across Whitehall were lowered to half mast Her husband Brendan said the family was going to work every moment of our lives to fight against the hate that killed Jo Jo believed in a better world and she fought for it everyday of her life with an energy and a zest for life that would exhaust most people he said She would have wanted two things above all else to happen now one,0
2850,src_theindependent_raw2.docx,The Independent,21/9/2015,975 words,Robert Fisk,"In Canada, Harper's Conservatives seem to have forgotten a cherished tradition",Broadsheet,"Europe's refugee epic reached as far as the frozen heights of the Rockies yesterday, in a gentle, very Canadian way. At an international economics conference in the grand old town of Banff - snow already dusting the slopes of Mount Rundle far above us - Dr Tom Thompson of Olds College, the largest agricultural school in Alberta, came up to ask me how he might bring Syrian refugees to his university. ""It is our Canadian tradition, to help refugee families,"" he told me. ""I'd love to help."" I put him in touch by phone with international agricultural advisers in the Arab world, including Beirut. He meant what he said. Just as, on the other side of the mountains on squeaky-clean Vancouver Island, the leader of Canada's Green Party - two MPs in Ottawa, perhaps another 10 after the 19 October national elections - wants to help the Arab refugees streaming up the landmass of Europe. Elizabeth May was herself once a refugee lawyer (she used to help ship-jumpers in Halifax port) and wants Canada to shine in its response to something her country has always cherished: helping the world's poor and oppressed. Canada took in the huddled masses of Vietnamese boat people - 55,000 of them - in the 1970s. So why not the Syrians, and Iraqis, and Afghans, today? But here, alas, we must report a sordid and bigoted tale deep within a country famous for its multiculturalism. Stephen Harper's weird Conservative government - its security laws fear-mongering their way through a population normally famous for its generosity - is even more reluctant than our own beloved David Cameron's Cabinet to take in the families fighting their way from the death-pits of the Middle East. Harper's been talking oddly of ""old-stock Canadians"" - effectively excluding hundreds of thousands of Canada's new Muslim population from the country's modern history, and virtually second-tiering their citizenship. His immigration minister, Chris Alexander - desperately trying to claw back any shred of the Canadian Conservative Party's principals - has been talking these past few hours of taking in more than an earlier figure of 20,000. This was also an attempt to clean up his own reputation after scolding a television journalist and the media in general for not paying attention to the crisis - when he had himself been refusing all interviews on the subject. Canada has made plenty of offers of help to Christian, Yazidi and other minority groups fleeing Isis territory over the past year, but precious few for the latest and far more formidable exodus, on grounds that are perfectly clear to millions of Canadians: they are Sunni Muslims. Right-wing newspapers and ministers have tried - without any evidence - to suggest that Isis has hidden its agents among the refugees, thus presenting the suffering of these people not as a humanitarian concern but as security problem. These snide attempts to smear hundreds of thousands of people as terrorists have reached proportions which would be comical if they were not so immoral. Harper's Defence Minister, Jason Kenney, has blathered on about meeting refugees in Middle East camps whose relatives were fighting a ""jihad"" against the Syrian regime - something the West has been encouraging Syrians to do for three years - and thus security must ""take precedence"" over receiving those fleeing the battlefields. His grotesque sympathy for the refugees makes cringing reading, for he damns them even as he claims to agree with their innocence. ""I do not mean to suggest for a moment that all or most of the people in the camps are connected to terrorist organisations or contribute a security risk but it is plainly evident that some do. It would be imprudent in the extreme to pretend otherwise."" Not for a moment, indeed??? And note the ""all or most"" bit: if all or most of the refugees are not ""terrorists"" then presumably an awful lot are: that's the wretched man's message! As the Toronto Star columnist Haroun Siddiqui commented, Harper's government is ""pandering to the dangerous stereotype that all Muslims are potential terrorists"". And not only the government. In a particularly frightening article in the right-wing National Post, Father Raymond J De Souza, a Canadian university chaplain as well as a parish priest, says that refugee camps are home to ""Sunni Muslims, not a few of which look kindly towards Isil [Isis]"" and that ""it would be foolish to bring to Canada extremist elements that may be useful in making trouble for Assad but would also be troublesome in Canada"". Individual church groups are trying to help, but somehow the good father's message seems a little different from what Christ would have said. Sure, a new opinion poll suggests that 38 per cent of Canadians still believe Harper's lads and lassies would ""make the best decision for Canada on the Syrian refugee situation"", but at least Canada's ex-military men - usually the most flatulent of crusty old generals - have had the guts to walk a little taller than the politicians. The country's former military commander Rick Hillier is suggesting that Canada's armed forces themselves could bring in 50,000 Syrian refugees by Christmas. Roméo Dallaire, the UN's commander in the Rwanda bloodbath, a fine man deeply troubled by what he was forced to witness in Africa, has talked of bringing up to 90,000 Syrian refugees to Canada who would be an ""asset"" to the country. Security is a smokescreen, he says. ""I think Canada and its decision so far in regards to refugees is nothing less than atrocious and totally foreign to what and who we are."" Back in the 1970s, Canadian politicians sowed the same ""security"" rubbish about the Vietnamese boat people - they might be ""communist"" was the tag-line then, though not one turned out to be. But the Harper gang probably haven't read that far back in their country's history. Be sure that Dr Thompson has.",0
2852,src_theindependent_raw2.docx,The Independent,10/2/2015,209 words,Emma Akbareian,Zara's parent company Inditex bans sale of angora; The retail group announced the decision to halt production of the material.,Broadsheet,Inditex the world's largest fashion retailer which owns Zara amongst other stores has announced it has banned production of angora The move comes amid increasing pressure on retailers from animal rights organisations to cease selling the animal product which is produced by rabbits Inditex brands including Zara and Massimo Dutti will now join the likes of Topshop Marks and Spencer and Primark who have all banned the fabric from their rails In a statement the Spanish company Inditex said We found no evidence of cruel practices at the angora farms of our suppliers But after consultation with animal welfare organisations to help develop better standards within the industry we decided that banning angora production was the right decision The move will further strengthen the company's policy on animal welfare which already includes a ban on fur and commitment to responsible production standards for products with animal origins The company also announced that any current stock of the material it is holding will be donated to Syrian refugees in Lebanon Peta described the announcement as a massive victory for animals READ MORE Peta condemns Kim Kardashian's furkini'Black Score teams up with Peta to create animal rights collection,0
2865,src_theindependent_raw2.docx,The Independent,29/1/2014,16 words,NA,Indyplus video: UK to admit more Syrian refugees,Broadsheet,Theresa May on helping Syrian refugees Nick Clegg says that the UK is to admit more Syrian refugees,1
2866,src_theindependent_raw2.docx,The Independent,7/4/2017,650 words,Skylar Baker-Jordan,"If Trump really cared about Syrian children, he wouldn't ban them from entering the US; Trump doesn't care about the Syrian people, he cares about ratings - and right now his ratings suck",Broadsheet,"Last night, the United States -on President Donald Trump's order - bombed Syria following the use of chemical weapons on civilians by Bashar al-Assad. ""That attack on children... had a big effect on me,"" Trump said in a press conference on Wednesday. ""My attitude towards Syria and Assad has changed very much."" Suddenly, Trump feels a ""responsibility"" to the Syrian people, and the media is lauding his change of heart. It's tempting to believe that the President of the United States is a decent human being, moved by pictures of dead children and compelled to act by breeches of international law and human rights.Yet nothing about Trump's long, well documented career indicates that he's capable of compassion, let alone towards persecuted Muslims. I don't buy Trump's false conversion. He has routinely tweeted that the President needs congressional approval to use military force, something he didn't seek. He has, until now, demonstrated isolationist instincts that preclude America acting in its traditional role of world police. He has banned Syrian refugees from entering the US and demonised Muslims on the campaign trail. Considering literally everything Trump has said and done over the past several years, forgive me if it's hard to fathom that he's acting entirely altruistically. US air strikes in Syria: How the world reacted It's a truism in American politics that military action can improve a president's poll numbers and Trump needs Americans to forget his disastrous defeat on Obamacare repeal, which showed that the deal maker couldn't even deal with his own party. It cast serious doubton his ability as a leader and made him look politically weak. There's no better way to remind the world you're president than bombing another country. Anyone who questioned his leadership ability on healthcare will suddenly see the President doing the most presidential thing he can do - exercising American military might. This is also a great way of distracting from the probe into Trump's ties with Russia. It seems every other day a new secret meeting between a Trump campaign operative and a Russian official is uncovered, and it's looking increasingly like there was some nefarious collusion between Trump and the Russians in the 2016 election. Trump desperately needs to shirk the label of Siberian candidate. There are few better ways to demonstrate you aren't in Putin's pocket than to bomb his only Middle Eastern ally over his protestations. The President needs a win. His poll numbers are historically low; no president has ever polled so badly so early in his term. By virtually every account this has been a disastrous first 100 days. Trump recognises that he needs to change the news cycle and generate some positive coverage. This is a tried-and-true way of doing just that. This isn't meant to be a criticism of Trump's actions, but of his motives. We must do something in Syria, and it's high time we took out Assad's airfields. But if Trump really wanted to help the Syrian people, especially the children he saw gassed to death, he'd drop this abhorrent Muslim ban and open American borders to thousands of Syrian refugees. He would, like British Shadow Home Secretary Diane Abbott advocated on last night's BBC  Question Time , push for international sanctions on Russia until they stopped propping up the Assad regime. He would spearhead an international effort to remove Assad and defeat the so-called Islamic State by means of a UN resolution and military effort. Trump doesn't care about the Syrian people, he cares about ratings - and right now his ratings suck. Instead of congratulating him on making the right decision for the wrong reasons, we should continue pressuring him to do more to alleviate this humanitarian crisis, and that's going to take more than air strikes. Until that happens, it's hard not to view these air strikes as nothing more than a political gambit.",0
2878,src_theindependent_raw2.docx,The Independent,29/9/2015,1104 words,Danica Kirka,"Refugee crisis: Syrian rock band captured by border guards play concert in Croatia; Like many other refugees, the members of Khebez Dawle arrived in Europe on a dinghy",Broadsheet,"The band members arrived like so many other Syrian refugees, climbing out of a dinghy on the shores of the Greek island of Lesbos. But instead of heading for a refugee camp or the ferry terminal, Khebez Dawle started chatting with the tourists basking on the beach outside the Aphrodite Hotel. ""We said hello. We were happy faces having fun. ... Usually they see scared people, sad faces, children landing,"" said lead singer Anas Maghrebi. ""It was surreal for us and for them, and we wanted to make it more surreal so we whipped out the copies of the CDs from our bags and we started distributing the CDs on the beach."" Read more Why the world's refugees should be given international passports From the moment the boys in the band set foot in Europe, they have been trying to change what people think when they hear the words ""Syrian refugees."" They had another chance Wednesday night in Zagreb, where they were invited to play a gig that capped their 1,700-kilometer (1,050-mile) trek to Croatia. Hundreds came to listen. ""We have a voice. Maybe other Syrian people don't have a voice to tell their story,"" Maghrebi told the Associated Press before the concert. ""It's our responsibility to tell our story and their story. Syrian people are civilized people. They have a heritage. It's a developed nation. Most of us are educated."" The band's story begins in Damascus in 2010 when Maghrebi, now 25, and his friends started listening to groups like like Pink Floyd while at university. They dreamed rocker dreams. They rehearsed in a basement, but never dared to ask permission to perform in public. That would have required approval from the authorities, and the police wouldn't have liked their lyrics. ""You killed me, then you blamed me because I spoke,"" the band sings in one of the tracks on their CD. Then came the Arab Spring in 2011. Band members sided with demonstrators calling for more freedom of expression, and one of their members became very involved. ""He was really active,"" Maghrebi said. ""He believed in it."" In May 2012, the drummer was found dead. Read more  Britain still needs to do more to help Syrian refugees, says Corbyn   Greek islanders help hundreds of refugees a day on their own   Jeremy Corbyn to pledge love for country in Labour conference speech   These are the steps Europe must take to solve the refugee crisis   Call to segregate rival groups after clashes at German asylum centres   Why the world's refugees should be given international passports  As the war closed in, the aspiring musicians feared their dreams were slipping away. They fled to Lebanon with many of their countrymen. Most refugees aren't allowed to work in Lebanon, but the band got help from a leading local artist. They cut a record, performed in clubs. But like many other Syrians, they realized they couldn't stay - their lives might slip away while they waited for the war to end. They sold equipment in Lebanon to earn the money for passage to Europe. After traveling overland from Damascus to the Turkish coast, they paid a smuggler $1,200 each for a place in the inflatable dinghy that carried them 10 kilometers (six miles) to Lesbos and the European Union. They packed clothes and CDs in their backpacks and bought two small instruments, a harmonica and a melodica, for the journey. They left the guitars behind. They counted themselves lucky to have only 16 people in their dinghy. So many others get overcrowded with dozens of people, and sink. In Lesbos, the indie rockers charmed the sunbathers with their music, but it was time to move on. They started walking, through Greece, Macedonia and Serbia. As tensions rose along the Serbian-Hungarian border, they decided to try an alternate route through Croatia - even though few were taking that path at the time. They walked through vineyards in the dark, not realizing that there were still landmines in the area as a result of the war between Croatia and Serbia in the 1990s. At the border town of Ilok, they were detained by perplexed police officers who had never seen a group of Syrians before. ""We got really friendly with them,"" said Maghrebi as he chain-smoked. ""There was a lot of interesting and intense (conversation) inside the police station about music and how it unites people. ... One of them was a rocker. He used to play drums."" Now they are in Zagreb, performing, spreading the word. Most important they are sharing the journey of their people, the hundreds who traveled alongside them. ""This journey. It's one of a kind. You may have it once in a lifetime,"" Maghrebi told The Associated Press before their gig. ""We decided to go through what our people are going through. We're not different."" Rock fans seemed to respond to the experience, too. At the Mocvara Club gig, people came even though they had never heard of them. The Arabic lyrics were a mystery, but the anti-oppression, anti-dictatorship message was embraced by the crowd, with a bit of explanation before the songs. Some 200 people came to offer support, particularly given Croatia's recent experience with war. ""We have a lot of empathy for refugees,"" said Robert Bernat, 33, who just wanted to be there out of sympathy for those suffering in the war in Syria. The band has been overwhelmed by the generosity of people. Volunteers who had no stake in their journey have given them places to stay. The club in Zagreb lent them its drum set. And on and on. ""You learn a lot about humans, about borders. You lose your faith in papers and passports and ID cards and border and nationalities,"" Maghrebi said. ""Your belief in humans grows stronger -way stronger."" The concept of sharing is also embedded in their name. Khebez Dawle means state bread, a reference to the subsidized bread that is a symbol of people's dependence on state power in Syria. The band took the name to show that man does not live on bread alone; that a stable government must also permit freedom of expression and social engagement. ""We are the bread that builds the government, not this loaf in our hands,"" Maghrebi said. ""This was a big discovery actually."" Maghrebi wants to share what he's learned. He wants to live the moment, pass it on. ""Mainly, I hope we can speak for the people who have no voice in Syria,"" he said. ""They are still there between Assad bombs ... and ISIS knives, peaceful people in the middle of an international battlefield. ""Syria is an international battlefield."" Associated Press",1
2891,src_theindependent_raw2.docx,The Independent,21/9/2015,224 words,Dominic Harris,Refugee crisis: Archbishop of Canterbury offers Syrians sanctuary at Lambeth Palace; His gesture follows a similar move by the Catholic church after Pope Francis said two refugee families would move into Vatican housing,Broadsheet,"The Archbishop of Canterbury has promised to offer sanctuary for Syrian refugees at Lambeth Palace. Justin Welby will welcome people fleeing the war-ravaged country in a four-bedroom cottage at the palace, his official London residence. His gesture follows a similar move by the Catholic church after Pope Francis said two refugee families would move into Vatican housing, but Lambeth Palace said it was something the archbishop has been considering for ""a while"". The refugee crisis - in pictures A spokeswoman said the cottage in the palace grounds is currently being redecorated and could provide room for a ""family or two"". She said: ""As a Christian who leads the Church of England it is something he feels absolutely passionate about. Read more: Hungary: Croatia 'violating international law'Croatian PM: 'We cannot accommodate these people any longer'Hungary opens fire on refugees with tear gasCroatia has closed seven of eight border crossings with Serbia ""As the archbishop has said, Jesus was a refugee, and there are refugees here who are desperate for sanctuary from war-torn places and the archbishop is completely torn about their situation and wants to make a difference."" The rent for the refugees will be paid for by charitable funds under the archbishop's personal control, the Sunday Times said.  PA ",1
2901,src_theindependent_raw2.docx,The Independent,19/11/2015,664 words,Yanan Wang,The Statue of Liberty was originally conceived to be Muslim; America' symbol of freedom and charity was originally designed to be an Egyptian peasant woman,Broadsheet,Current debates over the resettlement of Syrian refugees have prompted repeated invocations of the words on the Statue of Liberty Give me your tired your poor Your huddled masses yearning to breathe free The lines written by poet Emma Lazarus in the late 1880s were inspired by the hardships endured by Jewish refugees who arrived in New York after fleeing eastern Europe's pogroms They're made even more relevant to the present moment however when considering the origins of the Lady Liberty statue Read more Google doodle celebrates 130th anniversary of Statue of Liberty's The first draft for what would become the nation's symbol of welcome to the huddled masses was conceived by French sculptor Frédéric Auguste Bartholdi not for the Statue of Liberty but for an entirely different project a lighthouse that would stand at the entrance to the Suez Canal According tohistorian Michael B Oren in his book Power Faith and Fantasy Bartholdi would carve the likeness of an Egyptian peasant woman holding aloft a torch of freedom The monument twice as high as the Sphinx would guard the waterway's entrance and perhaps double as a lighthouse Its name would be Egypt or Progress Bringing Light to Asia Thus as the Daily Beast's Michael Dalypointed outon Wednesday the nation's symbol of all-American freedom and charity was in fact originally conceived as an Egyptian and by default in those times a Muslim For the next two years Bartholdi worked on sketches and tried to persuade Isma'il Pasha the then-Khedive Viceroy of Egypt to finance his project But the viceroy was bankrupt by 1871 and in no condition to support a monument as large as two sphinxes This compelled a distraught Bartholdi to take solace in a cruise to America As he sailed into New York harbor he saw the egg-shaped,0
2925,src_theindependent_raw2.docx,The Independent,29/2/2016,551 words,Chris Green,"Brexit would make it harder for UK to help world's most vulnerable people, warns Nicola Sturgeon; Scotland's First Minister says EU allows countries to work together onissues likethe refugee crisisand climate change",Broadsheet,Leaving the European Union would make it harder for Britain to help the world's most vulnerable people Nicola Sturgeon will warn on Monday arguing that the UK's membership brings social protection as well as economic benefits In her first major intervention in the run up to this summer's referendum Scotland's First Minister will say that the EU allows countries to work together to deal with big issues such as the Syrian refugee crisis energy security and climate change Promising to campaign hard between now and 23 June as she seeks to secure an overwhelming victory for the Remain side Ms Sturgeon will also argue that the UK would be better off trying to reform the EU from the inside rather than being left on the sidelines Read more Brexit against Scotland's wishes would trigger independence vote Having access to the European single market has removed barriers to trade and gives freedom to move capital people good and services but the EU is not simply an economic union it is so much more than that Being part of the EU is also about solidarity social protection and mutual support she will say in a speech in London This has become even more evident in the recent months with independent members of the EU working collectively on pressing global challenges such as the movement of refugees and migrants energy security and climate change By working together within the EU we can achieve far more and make a real difference to some of the world's most vulnerable people Pledging that the Scottish Government will make a positive and constructive case for the UK remaining part of the EU in the lead up to the vote Ms Sturgeon will tell an audience of around 700 people at St John's Smith Square in Westminster that,0
2926,src_theindependent_raw2.docx,The Independent,7/3/2016,544 words,Jon Stone,Turkey says letting it join the EU would help solve the refugee crisis; Turkey is home to three million refugee and has a border with Syria,Broadsheet,"Turkey should be allowed to join the European Union in order to help solve the Syrian refugee crisis happening on its borders, the country has said. Cem Isik, Turkey's deputy ambassador to Britain, said the country being barred from the EU had contributed to the international migration problems. The country has been an official candidate for EU membership since 1999, with negotiations about accession launched in 2005 - but progress has been very slow. ""Turkey joining the European Union is a strategic objective - it's being going on for decades,"" Mr Isik told BBC Radio 4's Today programme. ""For years the EU was reluctant to take on Turkey as a member state because it didn't want problems relating to Iraq and Syria at its border - now you can see how short-sighted that was."" Mr Isik was asked whether Turkey was blackmailing Europe into letting it join the EU. He said: ""Turkey is not blackmailing Europe but it's disheartening to see that Europe only remembered Turkey after the migrant crisis last summer."" Turkey's President Tayyip Erdogan has been accused of having authoritarian tendencies Millions of refugees and migrants are passing through Turkey, which has opened its southern border with Syria for humanitarian purposes. Turkey has allowed refugees to transit through its territory to move towards Europe - with president Erdogan last month threatening to use buses to send more people to the EU. Sitting on the edge of the Syrian conflict zone, the country home to three million refuges but says aid promised by the EU to help care for them has not yet materialised. The latest call to join comes amid an outcry in Europe over a crackdown on press freedom by the country's Government which is expected to delay accession even further. This weekend the European Enlargement Commissioner Johannes Hahn said Turkey was jepordising its future in the EU with the authoritarian policy. Martin Schulz, the European Parliament President, also warned that the Government takeover of the Zaman opposition newspaper was ""yet another blow to press freedom"" in the region. The deputy ambassador however defended his Government's actions. ""When you look at who is in prison for whatever purposes you will see there are people in there for murder, people in there for espionage,"" he said. A map showing the movement of refugees from Syria towards Turkey's border Long-standing roadblocks to Turkey's accession include refusing to recognise the Republic of Cyprus, which is an EU member state, poor relations with Greece, and the consistent opposition of Germany. The strong role the army plays in the country's constitution and the fact most of the country is in Asia has also been subject a subject of concern. Britain has however long supported Turkey accession to the EU. In 2010 David Cameron said he was ""angry"" at the slow pace of negotiations. ""A European Union without Turkey at its heart is not stronger but weaker... not more secure but less... not richer but poorer,"" he said at the time. The previous Labour government also backed Turkish accession. Turkey has a fast growing population of 75 million, making it almost as large as Germany and bigger than Britain or France. It would be the second largest EU member state and likely shift the balance of power in Europe.",1
2940,src_theindependent_raw2.docx,The Independent,26/8/2016,285 words,Jon Stone,"Politicians' anti-immigrant rhetoric fuelled post-Brexit hate crime spike, United Nations says; UN's Committee on the Elimination of Racial Discrimination said it was 'seriously concerned' about British politicians' rhetoric",Broadsheet,"British politicians' ""divisive, anti-immigrant and xenophobic rhetoric"" during the EU referendum campaign fuelled a surge in hate crimes immediately following the vote, a United Nations body has said. BBC News  reports that the UN's Committee on the Elimination of Racial Discrimination said it was ""seriously concerned"" that British politicians whipped up hatred and then ""failed to condemn"" racist abuse during the campaign. Immediately following the referendum hate crimes surged by 42 per cent in England and Wales, with a total of 3,076 incidents were recorded across the country between 16 and 30 June. Read more EU Referendum: Surge in anti-immigrant hate crime Many areas that voted strongly for Leave also posted even higher results, police figures obtained by the Independent showed. ""The committee remains concerned that despite the recent increase in the reporting of hate crimes, the problem of underreporting persists, and the gap between reported cases and successful prosecution remains significant,"" the report added. ""As a result, a large number of racist hate crimes seem to go unpunished."" The report's authors are also concerned about ""negative portrayal"" of ethnic minority communities, immigrants, asylum-seekers and refugees in British media. They also raised concerns about the possibly repeal of the Human Rights Act, a policy confirmed by Justice Secretary Liz Truss earlier this week. Ukip leader Nigel Farage was widely criticised for unveiling a poster with pictures of Syrian refugees alongsiode the caption the ""breaking point"". He was also criticised for saying the referendum campaign had been won ""without a shot being fired"" - despite the shooting of Labour MP Jo Cox.",0
2944,src_theindependent_raw2.docx,The Independent,26/4/2016,235 words,Andrew Griffin,"Pope: Teens need to stop looking for happiness on their phones; 'Even the latest version [of an app] cannot help you to grow and become free in love,' the pope told a gathering of young people",Broadsheet,The Pope has warned teens to stop looking for happiness on their phones People will never be able to feel real joy because of apps he told a mass being held as part of a weekend at the Vatican City that celebrated youth Tens of thousands of teenagers went to Rome as part of the weekend which saw a range of events held as part of Francis's Jubilee year And he warned all of them that they should stop looking at their phones to find happiness Your happiness has no price It cannot be bought and sold it is not an application you download on a mobile phone Even the latest version cannot help you to grow and become free in love The Pope has never been averse to apps or technology in general and he has feeds on Twitter Instagram and other social networks where he shares news in a range of different languages But none of those could make him truly happy he suggested The comments came as part of a longer speech during which Francis cautioned people against looking for happiness in belongings Read more Pope Francis takes three families of Syrian refugees on plane to Rome Freedom is not always about doing what you want he said In fact it is the gift of being able to choose the right way Francis also said that life without Jesus was like not having a phone signal during the speech in which he held an iPhone Always be sure to go where there is a network family parish school he said,0
2945,src_theindependent_raw2.docx,The Independent,21/9/2016,668 words,Andrew Buncombe,"Amnesty International sets up replica of Syrian home with TV screens showing bombings to highlight plight of refugees; Argentina has vowed to take 3,000 refugees from Syria this year",Broadsheet,"The explosions are relentless the sense of danger palpable And that is from a distance of almost 8,000 miles away This week commuters in Buenos Aires had the chance to have a brief if imperfect insight into life on the front lines of Syria's deadly civil war Campaigners who want Argentina to implement a plan to welcome refugees from the war set up a replica of a Syrian home in a busy subway stop and invited people to take a look Images of bombings were projected on screens on its windows A banner outside the installation along the corridors of the Carlos Pellegrini subway station read To understand what is happening in Syria nothing better than being there for a minute Nairouz Baloul went to Argentina from Syria and hopes her family members can join her AP We have simulated a living room which could be any house in Syria and through the windows we simulated using television screens the reality seen from a house in Syria said Amnesty International Argentina Director Lea Tandeter You can see bombings destruction and the consequences of these years of sustained civil war afflicting the country The Associated Press said also present was Nairouz Baloul who fled Syria and found sanctuary in Argentina She hopes the government of President Mauricio Macri will welcome others like her Source FindTheBest | Graphiq If he has the key to unlock this I think he shouldn't hesitate to open the door to other human beings Ms Baloul 29 an English teacher who escaped what she calls a living nightmare told the news agency One of her brothers was killed by a bomb in Damascus in 2014 She preferred not to speak about it but since she arrived in Buenos Aires last month with another brother she has become",1
2949,src_theindependent_raw2.docx,The Independent,25/1/2016,263 words,Charlie Cooper,Eric Pickles joins calls for Government to resettle child refugees; Former Tory minister draws parallels with Kindertransprt which brought Jewish childrento UK before WWII,Broadsheet,"Former Cabinet minister Sir Eric Pickles has joined calls for the Government to resettle thousands of child refugees living unaccompanied in Europe Sir Eric one of the most senior Conservatives so far to speak out on the issue drew parallels with the Kindertransport which saw thousands of Jewish children brought to safety in the UK in the months before the outbreak of World War Two Immigration minister James Brokenshire confirmed that ministers were actively considering proposals to support more refugee children following reports at the weekend that the Government was close to a decision Read more UK could take more refugee children Tory minister says Charities including Save the Children have called on the UK to take in 3,000 refugee children in Europe in addition to the 20,000 Syrian refugees that the Government has pledged to resettle from camps on the country's borders The plan has the backing of Labour and the Liberal Democrats During a House of Commons debate Sir Eric said We need to remember the enormous contribution that Kindertransport made to this country Distinguished doctors distinguished surgeons members of both Houses of Parliament were saved by that I'm pleased the Prime Minister is re-looking at this He is quite right to try and keep refugee children in the region but we are where we are there are children out there who are at risk I would urge the Government to look carefully at this a month ago we were celebrating that great Christian festival of children and I hope that that spirit lingers beyond Boxing Day",1
2950,src_theindependent_raw2.docx,The Independent,5/1/2016,283 words,Olivia Blair,John Oliver's advice on how to keep to New Year's resolutions; 'The key to a successful resolution... is managing disappointment',Broadsheet,John Oliver has advised his viewers to manage their expectations in order to avoid failing their New Years resolutions The British presenter who is the host of HBO's satirical Last Week Tonight revised a monologue which effectively presented the problem with January Every December for some reason we decide that next year will be the year that we turn everything around he says Calling resolutions the exact middle ground between lying to yourself and lying to other people he says that statistically if you have not broken your resolutions by now you're about to But far from dispiriting viewers Oliver hoped to instead inspire them by saying the key thing with resolutions is not how to keep them but how to revise them when you've failed as the main problem with resolutions is that we set them way too high So for example Oliver advises waking up late for work or taking a pregnancy test to get the heart rate goinginstead of paying a visit to the gym This isbecause real exercise is hard so it's best to change the meaning of exercise thus managing the resolution Read more What your new gym doesn't want you to know John Oliver explains rigorous US vetting process for Syrian refugees John Oliver takes on the UK tax credit cuts Oliver 38 concludes The key to a successful resolution is not hard work and dedication it's managing disappointment and that's it Aside from this advice a recent study revealed framing resolutions as questions as opposed to statements is a more likely way to ensure people stick to their goals,0
2961,src_theindependent_raw2.docx,The Independent,11/9/2015,284 words,JAMIE MERRILL,"Appeal for 10,000 private landlords to house refugees; Refugee crisis",Broadsheet,"Thousands of private landlords will need to step forward to provide accommodation for refugees if the Government is to have any hope of resettling up to 20,000 refugees campaigners have warned Citizens UK is calling for 10,000 private landlords to provide quality housing for refugees after a U-Turn by David Cameron expanded a Government scheme for resettling vulnerable refugees to take 20,000 in five years Under the existing Home Office scheme more than a dozen councils have already made offers to resettle Syrian refugees or have already been doing so However Citizens UK is warning that local councils desperately need landlords to agree to help house new arrivals George Gabriel a campaigner with a coalition of faith groups and grassroots activists said an outpouring of support from the public had encouraged local authorities to act but that there was a critical shortage of suitable accommodation The pressure group is calling for landlords to offer family-sized rental properties on three-year tenancies to provide stable accommodation for refugees Crucially landlords would need to agree to rent being paid at the Local Housing Allowance Rate paid which is often below the market rate in some areas The rent will be paid by local councils who get Home Office funding for the first year or under a EU scheme for placing vulnerable refugees So far 464 landlords have signed up the scheme including Ky Le Vuong 36 a partner in a letting agency who owns several properties outside of Glasgow She told The Independent My family were refugees from Vietnam and if they hadn't been able to come here I wouldn't be in a position to be able to give back these opportunities",1
